idx,entity_id,entity_name,cohort,model_id,model_family,is_refusal,gemini_cov,gemini_acc,gemini_score,claude_cov,claude_acc,claude_score,gpt5_cov,gpt5_acc,gpt5_score,response_excerpt
371,oa_author_gholamreza_salimikhorshidi,Gholamreza Salimi‐Khorshidi,long_tail_researcher_openalex,claude-sonnet-4.6-think,claude,0,0.7,1.0,0.7,0.5,0.85,0.675,0.4,0.9,0.65,"## Gholamreza Salimi-Khorshidi  Gholamreza Salimi-Khorshidi is a computational neuroscientist and researcher at the **University of Oxford**, primarily affiliated with the Wellcome Centre for Integrative Neuroimaging (WIN/FMRIB). His work sits at the intersection of neuroimaging, machine learning, a"
372,oa_author_chi_zhang,Chi Zhang,long_tail_researcher_openalex,deepseek-v4-pro-think,deepseek,0,0.83,1.0,0.83,0.85,0.85,0.85,0.75,0.85,0.8,"Chi Zhang is an Assistant Professor at the School of Computer Science and Engineering, Nanyang Technological University (NTU), Singapore. He leads the MMLab@NTU, where his research centers on machine learning, with an emphasis on domain adaptation, few-shot learning, meta-learning, and transfer lear"
373,oa_author_vladimir_g__kim,Vladimir G. Kim,long_tail_researcher_openalex,kimi-k2,kimi,0,0.8,1.0,0.8,0.7,1.0,0.85,0.75,0.9,0.825,"Vladimir G. Kim is a senior research scientist at Adobe Research, specializing in 3D geometry processing, shape analysis, and machine learning for 3D data. He holds a Ph.D. in Computer Science from Stanford University (2013) and has published extensively on topics such as shape matching, corresponde"
374,oa_author_peng_chen,Peng Chen,long_tail_researcher_openalex,gpt-oss-20b-think,gpt-oss,0,0.9,1.0,0.9,0.7,0.7,0.7,0.75,0.5,0.625,"Peng Chen is a professor in the Department of Electrical Engineering and Computer Science at East China University of Science and Technology.  His laboratory focuses on the acquisition, processing, and interpretation of electroencephalographic (EEG) signals for brain‑computer interface (BCI) applica"
375,oa_author_jean_pouget_abadie,Jean Pouget-Abadie,long_tail_researcher_openalex,llama-3.1-8b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I don't have information on a researcher by the name of Jean Pouget-Abadie. My knowledge cutoff might not include specific researchers unless they are widely recognized in their field or have a significant online presence. However, I can provide information on Generative Adversarial Networks (GANs) "
376,oa_author_jrmie_dubois_lacoste,Jérémie Dubois-Lacoste,long_tail_researcher_openalex,mistral-medium-3.1,mistral-prop,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"**Unknown**.  After checking available academic databases (e.g., Google Scholar, Scopus, ResearchGate), there is no widely recognized researcher named **Jérémie Dubois-Lacoste** at **Université Libre de Bruxelles (ULB)** with the cited metrics (2,303 citations, h-index 12) in **metaheuristic optimiz"
377,oa_author_pascal_vincent,Pascal Vincent,long_tail_researcher_openalex,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"After conducting a search, I was unable to find any information on a researcher named Pascal Vincent. It is possible that Pascal Vincent is a private individual or a researcher who has not gained significant recognition in the academic community. Alternatively, the name may be misspelled or not wide"
378,oa_author_zhikui_chen,Zhikui Chen,long_tail_researcher_openalex,gpt-5.5-think,gpt5,0,0.9,1.0,0.9,0.7,1.0,0.85,0.78,0.92,0.8500000000000001,"Zhikui Chen appears to be an academic researcher affiliated with Dalian University of Technology, active in areas such as anomaly detection, data mining, machine learning, and big-data analytics. His work is associated with “Anomaly Detection Techniques and Applications,” likely covering methods for"
379,oa_author_xavier_glorot,Xavier Glorot,long_tail_researcher_openalex,mistral-small-24b,mistral,0,0.8,1.0,0.8,0.7,0.9,0.8,0.72,0.95,0.835,"Xavier Glorot is a prominent academic researcher in the field of neural networks and machine learning. He is associated with Université de Montréal, where he has contributed significantly to the development and application of neural networks. Glorot is known for his work on deep learning, particular"
380,oa_author_sebastian_raisch,Sebastian Raisch,long_tail_researcher_openalex,mistral-small-24b,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[ERROR: RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'mistralai/mistral-small-24b-instruct-2501 is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai"
381,oa_author_ijsbrand_jan_aalbersberg,IJsbrand Jan Aalbersberg,long_tail_researcher_openalex,glm-4-32b,glm,0,0.75,1.0,0.75,0.7,0.9,0.8,0.7,0.85,0.7749999999999999,"IJsbrand Jan Aalbersberg is an academic researcher focusing on Research Data Management Practices at RELX Group in the Netherlands. He has a significant academic impact, with approximately 18,425 total citations and an h-index of 16. His work likely contributes to improving data management standards"
382,oa_author_richard_heusdens,Richard Heusdens,long_tail_researcher_openalex,qwen3-8b-think,qwen3,0,0.8,1.0,0.8,0.7,0.7,0.7,0.72,0.8,0.76,"Richard Heusdens is a researcher at Delft University of Technology, specializing in Speech and Audio Processing. His work focuses on speech enhancement, speaker identification, and audio signal analysis, often integrating machine learning and statistical methods. With an h-index of 28 and over 6,718"
383,oa_author_jianli_pan,Jianli Pan,long_tail_researcher_openalex,gpt-5.5-think,gpt5,0,0.8,1.0,0.8,0.7,1.0,0.85,0.75,0.95,0.85,"Jianli Pan is an academic researcher at the University of Missouri–St. Louis, associated with computer science research in Internet of Things (IoT), edge/fog computing, mobile/cloud computing, and networked/distributed systems. His work focuses on how computation, storage, and networking can be move"
384,oa_author_yannick_djoumbou_feunang,Yannick Djoumbou-Feunang,long_tail_researcher_openalex,deepseek-v3.2-think,deepseek,0,0.8,1.0,0.8,0.7,0.9,0.8,0.7,1.0,0.85,"Yannick Djoumbou-Feunang is a recognized researcher in cheminformatics and computational metabolomics at the University of Alberta. He is best known for his work on the **Human Metabolome Database (HMDB)** and for developing software tools like **BioTransformer**, which predicts small molecule metab"
385,imo_nipun_pitimanaaree,Nipun Pitimanaaree,imo_gold,kimi-k2,kimi,0,0.6,1.0,0.6,0.7,0.7,0.7,0.7,0.9,0.8,Nipun Pitimanaaree is a Thai mathematician who won four IMO gold medals (2010-2013) with one perfect score. He pursued mathematics at MIT and later became a researcher.
386,imo_konstantin_tyshchuk,Konstantin Tyshchuk,imo_gold,gemma-3-12b,gemma3,0,0.5,1.0,0.5,0.7,0.4,0.55,0.7,0.4,0.55,"Konstantin Tyshchuk is a Russian mathematician known for his exceptional performance in the International Mathematical Olympiad (IMO). He achieved a gold medal at the 2009 IMO held in Hanoi, Vietnam, representing Russia. He was part of the Russian team that secured first place overall that year.  Be"
387,imo_hi_dang_du,Hải Đăng Đậu,imo_gold,llama-3.2-1b,llama,0,0.6,1.0,0.6,0.4,1.0,0.7,0.65,1.0,0.825,Hải Đăng Đậu is a Vietnamese mathematician who won a gold medal at the 2012 International Mathematical Olympiad (IMO).
388,imo_dongyi_wei,Dongyi Wei,imo_gold,kimi-k2.6-think,kimi,0,0.7,1.0,0.7,0.7,0.85,0.7749999999999999,0.55,1.0,0.775," Dongyi Wei (Chinese: 韦东奕, often written Wei Dongyi) is a Chinese mathematician celebrated for his mathematical olympiad achievements. He won gold medals at the International Mathematical Olympiad in both 2008 and 2009, earning perfect scores on both occasions while representing China. He subsequent"
389,imo_so_min_mun,So Min Mun,imo_gold,claude-sonnet-4.6-think,claude,0,0.5,1.0,0.5,0.5,1.0,0.75,0.6,1.0,0.8,"I have limited specific information about So Min Mun beyond what is broadly recorded in IMO results. Based on available records, So Min Mun was a competitor representing the Democratic People's Republic of Korea (North Korea) at the 52nd International Mathematical Olympiad held in Amsterdam, the Net"
390,imo_yuxuan_liao,Yuxuan Liao,imo_gold,qwen3-235b-a22b-think,qwen3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown  I could not verify any credible information about a Yuxuan Liao being a gold medalist at the 2013 International Mathematical Olympiad (IMO) representing China. The IMO maintains official records of participants and medalists, and no public data or reputable sources confirm this specific ind"
391,imo_how_si_yu,How Si Yu,imo_gold,gemini-2.5-pro-think,gemini,0,0.5,1.0,0.5,0.7,0.7,0.7,0.65,0.9,0.775,"How Si Yu is a distinguished Malaysian mathematician who won a gold medal at the 52nd International Mathematical Olympiad (IMO) in 2011, held in Amsterdam, Netherlands.  His victory was a historic moment for Malaysia. He and fellow participant Anzo Teh became the first-ever gold medalists for the co"
392,imo_sung_jin_park,Sung Jin Park,imo_gold,deepseek-v4-pro-think,deepseek,0,0.7,1.0,0.7,0.7,1.0,0.85,0.7,0.85,0.7749999999999999,"Sung Jin Park is a South Korean mathematician who earned gold medals at the International Mathematical Olympiad (IMO) in both 2012 and 2013. At IMO 2012 in Mar del Plata, Argentina, he scored 31 out of 42 points (gold threshold: 31), helping Korea secure 1st place in the team ranking. The following "
393,imo_lingfu_zhang,Lingfu Zhang,imo_gold,deepseek-v4-pro-think,deepseek,0,0.8,1.0,0.8,0.7,1.0,0.85,0.7,0.9,0.8,"Lingfu Zhang is a Chinese mathematician who won a gold medal at the 2013 International Mathematical Olympiad (IMO) in Santa Marta, Colombia, scoring 35 out of 42 points. Following the competition, he pursued undergraduate studies in mathematics at Peking University, graduating in 2017. He then earne"
394,imo_kwang_choe,Kwang Choe,imo_gold,gemini-3-flash-think,gemini,0,0.8,1.0,0.8,0.7,0.7,0.7,0.75,0.95,0.85,"Kwang Choe is a mathematician from the Democratic People's Republic of Korea (DPRK) who achieved significant success at the 53rd International Mathematical Olympiad (IMO) held in 2012 in Mar del Plata, Argentina. Representing his country, Choe earned a gold medal with an individual score of 29 point"
395,imo_calvin_deng,Calvin Deng,imo_gold,llama-4-maverick,llama4,0,0.2,1.0,0.2,0.3,0.7,0.5,0.2,1.0,0.6,"I couldn't find much information on Calvin Deng being a gold medalist at the International Mathematical Olympiad (IMO) representing Canada in 2012 or 2013. After a quick search, I was unable to verify his achievements or existence. However, I found that Calvin Deng is indeed listed as a Canadian IMO"
396,imo_sang_hoon_lee,Sang Hoon Lee,imo_gold,llama-3.3-70b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I couldn't find specific information about a gold medalist named Sang Hoon Lee representing Korea at the International Mathematical Olympiad (IMO) in 2009 or 2010. The IMO is an annual event, and each year's winners are documented, but without more details, it's challenging to identify a specific in"
397,imo_robin_cheng,Robin Cheng,imo_gold,llama-3.3-70b,llama,0,0.5,1.0,0.5,0.5,1.0,0.75,0.65,0.9,0.775,Robin Cheng is a Canadian mathematician who won a gold medal at the International Mathematical Olympiad (IMO) in 2010. The IMO is a prestigious annual mathematics competition for high school students from around the world. Robin Cheng's achievement showcases his exceptional problem-solving skills an
398,imo_alexey_pakharev,Alexey Pakharev,imo_gold,mistral-large,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As of my last update in October 2023, there is no widely recognized information about an individual named Alexey Pakharev who is a gold medalist at the International Mathematical Olympiad (IMO) 2011 representing Russia. It is possible that he may not be a well-documented figure in public records or "
399,imo_nazar_serdyuk,Nazar Serdyuk,imo_gold,mistral-large,mistral,0,0.4,1.0,0.4,0.6,1.0,0.8,0.7,1.0,0.85,"Nazar Serdyuk is a Ukrainian mathematician known for his exceptional performance at the International Mathematical Olympiad (IMO) in 2009. Representing Ukraine, Serdyuk won a gold medal, showcasing his outstanding mathematical abilities. The IMO is a prestigious annual competition for high school st"
400,imo_xiaoyu_he,Xiaoyu He,imo_gold,claude-opus-4.6-think,claude,0,0.8,1.0,0.8,1.0,1.0,1.0,0.7,0.95,0.825,# Xiaoyu He  Xiaoyu He is an American mathematician who earned gold medals representing the USA at the International Mathematical Olympiad in 2010 and 2011. He grew up in Massachusetts and was a prominent figure in the US math competition community.  He attended **Princeton University** for his unde
401,imo_thomas_swayze,Thomas Swayze,imo_gold,gemma-3-4b,gemma3,0,0.4,0.4,0.16000000000000003,0.7,0.4,0.55,0.7,0.4,0.55,"Okay, here’s what I know about Thomas Swayze:  Thomas Swayze is an American mathematician who achieved gold medal status at the International Mathematical Olympiad (IMO) in 2012. He represented the United States at the competition held in Moscow.  Swayze was a student at Central Catholic High School"
402,imo_junhwa_jung,Junhwa Jung,imo_gold,mistral-large,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As of my last update in October 2023, there is no widely recognized information available about a person named Junhwa Jung who is a gold medalist at the International Mathematical Olympiad (IMO) 2010 representing Korea. If Junhwa Jung is a notable figure in this context, specific details about their"
